crop,sha256,split,class,filename,is_cross_split_leakage
Cotton,f4c7a3c30f487dd83dfc6bb83acdbd5b6899d61b03c908ce95ed7a5071fab080,train,bacterial_blight,bact355.jpg,False
Cotton,f4c7a3c30f487dd83dfc6bb83acdbd5b6899d61b03c908ce95ed7a5071fab080,train,bacterial_blight,2015-angular-leaf-spot-colquitt-county-2.jpg,False
Cotton,050e0c2101f3d9403c65278df68b0497cbfe8f5236873d4f57bc75734ec1c746,train,bacterial_blight,bact258.png,False
Cotton,050e0c2101f3d9403c65278df68b0497cbfe8f5236873d4f57bc75734ec1c746,train,bacterial_blight,bact189.png,False
Cotton,b7f6b08d556b1f1e150c398cebb83918a35c8b41a8514552107d532677e40c65,train,bacterial_blight,bact248.png,False
Cotton,b7f6b08d556b1f1e150c398cebb83918a35c8b41a8514552107d532677e40c65,train,bacterial_blight,bact179.png,False
Cotton,fad7e9bc68bc082f19686a9b849daa8296f6fd9f51e015d1820bf7c3ffed1e0c,train,bacterial_blight,bact85.jpg,False
Cotton,fad7e9bc68bc082f19686a9b849daa8296f6fd9f51e015d1820bf7c3ffed1e0c,train,bacterial_blight,bact81.jpg,False
Cotton,0a8e4c6da610815b793177b4264893714ec238fb38b8e28b9388f59ce6b19b57,train,bacterial_blight,bact181.png,False
Cotton,0a8e4c6da610815b793177b4264893714ec238fb38b8e28b9388f59ce6b19b57,train,bacterial_blight,bact250.png,False
Cotton,56ab970bc0e0c5be5eed630da5d0cf28f70bda8c0fa5dd897e0d60ef4a6a2423,train,bacterial_blight,P1010086jpg - Copy.jpg,True
Cotton,56ab970bc0e0c5be5eed630da5d0cf28f70bda8c0fa5dd897e0d60ef4a6a2423,test,bacterial_blight,P1010086jpg.jpg,True
Cotton,e1199cd7131494d802f90622f52b37889f9afe36523ff259a7fc5ff16bb860dd,train,bacterial_blight,bact249.png,False
Cotton,e1199cd7131494d802f90622f52b37889f9afe36523ff259a7fc5ff16bb860dd,train,bacterial_blight,bact180.png,False
Cotton,4fcf070714ffbe15a99cdeb05b4a346a72154b535580b26e0ccb99d5eca592fa,train,bacterial_blight,bact445.jpg,False
Cotton,4fcf070714ffbe15a99cdeb05b4a346a72154b535580b26e0ccb99d5eca592fa,train,bacterial_blight,bact443.jpg,False
Cotton,0f92d953d76977672834dda1f6b53e92c46264e1e6c9f201b01e73288eb5006e,train,bacterial_blight,bact255.png,False
Cotton,0f92d953d76977672834dda1f6b53e92c46264e1e6c9f201b01e73288eb5006e,train,bacterial_blight,bact186.png,False
Cotton,2633ee4224e4fd90031797b886b832b8945be3ff081a53fbd011a92eca5402ce,train,bacterial_blight,bact187.png,False
Cotton,2633ee4224e4fd90031797b886b832b8945be3ff081a53fbd011a92eca5402ce,train,bacterial_blight,bact256.png,False
Cotton,6f6301b66ee0f388349eb5790cdc162d97036e8dd466d40c04a4d9c601cca895,train,bacterial_blight,bact395.png,True
Cotton,6f6301b66ee0f388349eb5790cdc162d97036e8dd466d40c04a4d9c601cca895,valid,bacterial_blight,bact396.png,True
Cotton,9dd9334a8e3486c8e10f593a86993f76cd000045f54a495900b5711d7a74bc74,train,bacterial_blight,bb.jpg,True
Cotton,9dd9334a8e3486c8e10f593a86993f76cd000045f54a495900b5711d7a74bc74,valid,bacterial_blight,bact439.jpg,True
Cotton,9dd9334a8e3486c8e10f593a86993f76cd000045f54a495900b5711d7a74bc74,test,bacterial_blight,bb - Copy.jpg,True
Cotton,b56d57c0df2c254c9ed03d95d39a2a0956830a662e4431fa6b4caa6e3c9bb2bc,train,bacterial_blight,bact188.png,True
Cotton,b56d57c0df2c254c9ed03d95d39a2a0956830a662e4431fa6b4caa6e3c9bb2bc,test,bacterial_blight,bact257.png,True
Cotton,b7e10387a9d1f36062e3b57578db129614cccf32d9dbcd0c6726da3e1dc8d614,train,bacterial_blight,bact447.jpg,False
Cotton,b7e10387a9d1f36062e3b57578db129614cccf32d9dbcd0c6726da3e1dc8d614,train,bacterial_blight,bact447 - Copy.jpg,False
Cotton,8cdf7dfd71f2855d73e1b3bd6f84671e9d44d009c997784062d1e7b3e3a0db75,train,bacterial_blight,leaf-blight-7-13-16-225x300 - Copy.jpg,False
Cotton,8cdf7dfd71f2855d73e1b3bd6f84671e9d44d009c997784062d1e7b3e3a0db75,train,bacterial_blight,leaf-blight-7-13-16-225x300.jpg,False
Cotton,45a50fc674916c37b8fbeb9da3c085c124e2d5dd03e398489bd425f71d29c075,train,curl_virus,curl301.jpg,True
Cotton,45a50fc674916c37b8fbeb9da3c085c124e2d5dd03e398489bd425f71d29c075,valid,curl_virus,curl381.jpg,True
Cotton,87aa01c6d066a6759f3cab61524907eb953a757aac1738a9969f9e4be3b9b66b,train,curl_virus,curl157.jpg,True
Cotton,87aa01c6d066a6759f3cab61524907eb953a757aac1738a9969f9e4be3b9b66b,test,curl_virus,curl216.jpg,True
Cotton,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,train,curl_virus,curl0.jpg,True
Cotton,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,train,curl_virus,curl45 - Copy.jpg,True
Cotton,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,test,curl_virus,curl45.jpg,True
Cotton,5f4731b1039cd03050a09bf5da8ba684657e25a826f28b7cfb4e9ce49a44d522,train,curl_virus,curl163.jpg,False
Cotton,5f4731b1039cd03050a09bf5da8ba684657e25a826f28b7cfb4e9ce49a44d522,train,curl_virus,curl372.jpg,False
Cotton,27d07a864d5e9ff8042d108f4cf03bed0b407046bdc266dd16e8b9839336b29e,train,curl_virus,curl115.jpg,False
Cotton,27d07a864d5e9ff8042d108f4cf03bed0b407046bdc266dd16e8b9839336b29e,train,curl_virus,curl117.jpg,False
Cotton,db96ed00953718fc75bed68c9719fdb09eb97140e49ae4ecc64f3d0607e3a4ed,train,curl_virus,curl363.jpg,False
Cotton,db96ed00953718fc75bed68c9719fdb09eb97140e49ae4ecc64f3d0607e3a4ed,train,curl_virus,curl42.jpg,False
Cotton,a0c6285f4c400e7885eb07c50deb6aa80f4ccafb83191ab7bd5fa52ae6ac3e0f,train,curl_virus,curl118.jpg,False
Cotton,a0c6285f4c400e7885eb07c50deb6aa80f4ccafb83191ab7bd5fa52ae6ac3e0f,train,curl_virus,curl114.jpg,False
Cotton,c899c1647ed1d85483804c2387e3ae417d498fc5ebc780f6fb4d6b383840b8cc,train,curl_virus,curl91.jpg,False
Cotton,c899c1647ed1d85483804c2387e3ae417d498fc5ebc780f6fb4d6b383840b8cc,train,curl_virus,curl307.jpg,False
Cotton,5cd513473fa5ae47e9757eac5a0b3e95434ebad0e2a911021dc7710af1d6d2b4,train,curl_virus,curl308.jpg,False
Cotton,5cd513473fa5ae47e9757eac5a0b3e95434ebad0e2a911021dc7710af1d6d2b4,train,curl_virus,curl92.jpg,False
Cotton,e579273bc54da8184f14dd9e95e9487bbf43d521f500793f79e3c709205a4ca7,train,curl_virus,curl43.png,True
Cotton,e579273bc54da8184f14dd9e95e9487bbf43d521f500793f79e3c709205a4ca7,valid,curl_virus,curl50.png,True
Cotton,d0fdfca194d46475eb27c5ab5e593e480585071042f2600be49d9fec981e7ac6,train,curl_virus,curl376.jpg,False
Cotton,d0fdfca194d46475eb27c5ab5e593e480585071042f2600be49d9fec981e7ac6,train,curl_virus,curl57.jpg,False
Cotton,3ce9b730447836091dac34a5210a2bf6b2a36393ada655848359448d6068b998,train,curl_virus,curl382.jpg,False
Cotton,3ce9b730447836091dac34a5210a2bf6b2a36393ada655848359448d6068b998,train,curl_virus,curl302.jpg,False
Cotton,904c78e9ed2d38a9b2bd11fa94b4347ccbdc1b57e01a93ed7609284f3ca3d527,train,curl_virus,curl155.jpg,True
Cotton,904c78e9ed2d38a9b2bd11fa94b4347ccbdc1b57e01a93ed7609284f3ca3d527,valid,curl_virus,curl214.jpg,True
Cotton,c7c064e9f4cbd813bfc45e81d5b072d58b7aafd1a32ae5b284a7a453d196b543,train,curl_virus,curl215.jpg,False
Cotton,c7c064e9f4cbd813bfc45e81d5b072d58b7aafd1a32ae5b284a7a453d196b543,train,curl_virus,curl156.jpg,False
Cotton,cd092029e5b8153f977f85e2b2a444fc69c7e1b235c5ee7cd485cb3a5bf201d0,train,curl_virus,curl380.jpg,True
Cotton,cd092029e5b8153f977f85e2b2a444fc69c7e1b235c5ee7cd485cb3a5bf201d0,valid,curl_virus,curl300.jpg,True
Cotton,6d17e9c369c1355367d96175f8da8119353e81da86f78148eccdcf6f9103dd3f,train,curl_virus,curl17.jpg,False
Cotton,6d17e9c369c1355367d96175f8da8119353e81da86f78148eccdcf6f9103dd3f,train,curl_virus,curl267.jpg,False
Cotton,b6e16627c431fb5b7660f67d69e84ac5bacb973d9cd7134bbacf10825bf067cc,train,curl_virus,curl112.jpg,True
Cotton,b6e16627c431fb5b7660f67d69e84ac5bacb973d9cd7134bbacf10825bf067cc,train,curl_virus,images.jpg,True
Cotton,b6e16627c431fb5b7660f67d69e84ac5bacb973d9cd7134bbacf10825bf067cc,test,curl_virus,curl1 (2).jpg,True
Cotton,703f2ad924192506fd7e44171503e70a0ab69b054f461eee6c1ab84dc501c44b,train,curl_virus,curl162.jpg,True
Cotton,703f2ad924192506fd7e44171503e70a0ab69b054f461eee6c1ab84dc501c44b,valid,curl_virus,curl371.jpg,True
Cotton,e9a1664cd5c2fccbe501f0f7d083483bdf64abad0e5ea6dca28a88e2224e2df4,train,curl_virus,curl103.jpg,True
Cotton,e9a1664cd5c2fccbe501f0f7d083483bdf64abad0e5ea6dca28a88e2224e2df4,test,curl_virus,curl105.jpg,True
Cotton,68d667204aaa3b48be2f11ed3012b62d8b8300c9c1f54ac40077f22d9cbac222,train,curl_virus,curl148.jpg,True
Cotton,68d667204aaa3b48be2f11ed3012b62d8b8300c9c1f54ac40077f22d9cbac222,valid,curl_virus,curl147.jpg,True
Cotton,6d6d8cda4ddaa6e48b07f896ac5365d724b5abf16dcd92c299c40dbd6193e63a,train,curl_virus,curl343.jpg,False
Cotton,6d6d8cda4ddaa6e48b07f896ac5365d724b5abf16dcd92c299c40dbd6193e63a,train,curl_virus,curl8.jpg,False
Cotton,169a1246b6147424921ad54cd50f1b2131d800b523830b3ab2318664d838554f,train,curl_virus,curl130.jpg,False
Cotton,169a1246b6147424921ad54cd50f1b2131d800b523830b3ab2318664d838554f,train,curl_virus,curl126.jpg,False
Cotton,35e76b8f239db1ff104f2c53fdf219630e499d7ffa0dd2c0bf257eddc9703a0f,train,curl_virus,curl421.jpg,True
Cotton,35e76b8f239db1ff104f2c53fdf219630e499d7ffa0dd2c0bf257eddc9703a0f,test,curl_virus,images (2).jpg,True
Cotton,8f8928c6a3cd2622b5dc9d6f1a79dc8e7958289f832907ca25e3bc6fef83d988,train,curl_virus,curl93.jpg,False
Cotton,8f8928c6a3cd2622b5dc9d6f1a79dc8e7958289f832907ca25e3bc6fef83d988,train,curl_virus,curl309.jpg,False
Cotton,e29e273d2e2ca469efd0b5e22277f4086ebcdab355195e85640cddc9676212d6,train,curl_virus,curl190.jpg,True
Cotton,e29e273d2e2ca469efd0b5e22277f4086ebcdab355195e85640cddc9676212d6,test,curl_virus,curl186.jpg,True
Cotton,c220cf2afff10c89517792fa3df833e63dd1f364fa075338a3ae56f88b92ca73,train,curl_virus,curl379.jpg,True
Cotton,c220cf2afff10c89517792fa3df833e63dd1f364fa075338a3ae56f88b92ca73,valid,curl_virus,curlvirus1.jpg,True
Cotton,c220cf2afff10c89517792fa3df833e63dd1f364fa075338a3ae56f88b92ca73,valid,curl_virus,curl299.jpg,True
Cotton,c862c5378aafb52ba99a2b79a639e019f65e4c44ba4ee31b092c244e419d8058,train,curl_virus,cotton-leaf-curl-virus-cotton-1595427323.jpg,False
Cotton,c862c5378aafb52ba99a2b79a639e019f65e4c44ba4ee31b092c244e419d8058,train,curl_virus,curl387.jpg,False
Cotton,bfffea49db54baf976b5f2ce1486da96595bfae7fcb094d11a9b3c13948a9394,train,curl_virus,curl204.jpg,False
Cotton,bfffea49db54baf976b5f2ce1486da96595bfae7fcb094d11a9b3c13948a9394,train,curl_virus,curl199.jpg,False
Cotton,ea021972ec247a30348b29e02abbe8080af0a8ac350481200a336a9b456048ae,train,curl_virus,curl207.jpg,False
Cotton,ea021972ec247a30348b29e02abbe8080af0a8ac350481200a336a9b456048ae,train,curl_virus,curl205.jpg,False
Cotton,1a7d2d964647a875775e23885466b1212f287362c039f64f34bd8f0c5816823d,train,curl_virus,curl187.jpg,False
Cotton,1a7d2d964647a875775e23885466b1212f287362c039f64f34bd8f0c5816823d,train,curl_virus,curl189.jpg,False
Cotton,3f587caaef1726cf37a58b7c8a379679455088548e9d00cc91dffb114182bde7,train,curl_virus,curl131.jpg,False
Cotton,3f587caaef1726cf37a58b7c8a379679455088548e9d00cc91dffb114182bde7,train,curl_virus,curl127.jpg,False
Cotton,d02c7804cb070120a0b128425397bd34728df9d9faf4639746039b171c94760b,train,curl_virus,curl250.jpg,True
Cotton,d02c7804cb070120a0b128425397bd34728df9d9faf4639746039b171c94760b,test,curl_virus,curl250 - Copy.jpg,True
Cotton,e786ab8861c3287d831cedf3e451bc38abd61ea5ecfa43e44039202c53d13d66,train,fussarium_wilt,done6.jpg,True
Cotton,e786ab8861c3287d831cedf3e451bc38abd61ea5ecfa43e44039202c53d13d66,valid,fussarium_wilt,fus41.jpg,True
Cotton,c8d8eb759a5334cfc072672c057b9d9c09ae56c37368acd1ee4b43214cec19ce,train,fussarium_wilt,done17.jpg,False
Cotton,c8d8eb759a5334cfc072672c057b9d9c09ae56c37368acd1ee4b43214cec19ce,train,fussarium_wilt,fus159.jpg,False
