record_id,state,district,taluk,hobli,office_type,rsk_name,office_name,designation,officer_name,cug_number,all_phones,place_of_office,pincode,verification_status,source_sl_no,source_line,source_record_raw
KA_BAGALKOTE_BAGALKOTE_6,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Joint Director Agriculture Bagalkote,Joint Director of Agriculture,,8277933500,8277933500,o/o Joint Director Agriculture Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,1,6,o/o Joint Director Agriculture Bagalkote | Joint Director of Agriculture | 8277933500
KA_BAGALKOTE_BAGALKOTE_10,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Joint Director Agriculture Bagalkote,Asst. Director of Agriculture (HQ),,8277933503,8277933503,o/o Joint Director Agriculture Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,2,10,o/o Joint Director Agriculture Bagalkote | Asst. Director of Agriculture (HQ) | 8277933503
KA_BAGALKOTE_BAGALKOTE_14,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Joint Director Agriculture Bagalkote,Asst. Director of Agriculture (SMS),,8277933521,8277933521,o/o Joint Director Agriculture Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,3,14,o/o Joint Director Agriculture Bagalkote | Asst. Director of Agriculture (SMS) | 8277933521
KA_BAGALKOTE_BAGALKOTE_18,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Joint Director Agriculture Bagalkote,Asst. Director of Agriculture (Veg-1),,8277933505,8277933505,o/o Joint Director Agriculture Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,4,18,o/o Joint Director Agriculture Bagalkote | Asst. Director of Agriculture (Veg-1) | 8277933505
KA_BAGALKOTE_BAGALKOTE_22,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Joint Director Agriculture Bagalkote,Asst. Director of Agriculture (Veg-2),,8277933554,8277933554,o/o Joint Director Agriculture Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,5,22,o/o Joint Director Agriculture Bagalkote | Asst. Director of Agriculture (Veg-2) | 8277933554
KA_BAGALKOTE_BAGALKOTE_26,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Joint Director Agriculture Bagalkote,Asst. Director of Agriculture (M&E),,8277933506,8277933506,o/o Joint Director Agriculture Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,6,26,o/o Joint Director Agriculture Bagalkote | Asst. Director of Agriculture (M&E) | 8277933506
KA_BAGALKOTE_BAGALKOTE_30,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Joint Director Agriculture Bagalkote,Asst. Director of Agriculture (FW),,8277933548,8277933548,o/o Joint Director Agriculture Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,7,30,o/o Joint Director Agriculture Bagalkote | Asst. Director of Agriculture (FW) | 8277933548
KA_BAGALKOTE_BAGALKOTE_34,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Joint Director Agriculture Bagalkote,Agriculture Officer (Tech-1),,8722013100,8722013100,o/o Joint Director Agriculture Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,8,34,o/o Joint Director Agriculture Bagalkote | Agriculture Officer (Tech-1) | 8722013100
KA_BAGALKOTE_BAGALKOTE_38,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Joint Director Agriculture Bagalkote,Agriculture Officer (Tech-2),,8277933538,8277933538,o/o Joint Director Agriculture Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,9,38,o/o Joint Director Agriculture Bagalkote | Agriculture Officer (Tech-2) | 8277933538
KA_BAGALKOTE_BAGALKOTE_42,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Deputy Director of Agriculture-1 Bagalkote,"DEPUTY DIRECTOR OF AGRICULTURE-1, BAGALKOTE",,8277933501,8277933501,Deputy Director of Agriculture-1 Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,10,42,"Deputy Director of Agriculture-1 Bagalkote | DEPUTY DIRECTOR OF AGRICULTURE-1, BAGALKOTE | 8277933501"
KA_BAGALKOTE_BAGALKOTE_46,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Deputy Director of Agriculture-1 Bagalkote,Agriculture Officer (TO-1),,8277927770,8277927770,Deputy Director of Agriculture-1 Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,11,46,Deputy Director of Agriculture-1 Bagalkote | Agriculture Officer (TO-1) | 8277927770
KA_BAGALKOTE_BAGALKOTE_50,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Deputy Director of Agriculture-1 Bagalkote,AO TECHNICAL (TO-2),,8277933509,8277933509,Deputy Director of Agriculture-1 Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,12,50,Deputy Director of Agriculture-1 Bagalkote | AO TECHNICAL (TO-2) | 8277933509
KA_BAGALKOTE_BAGALKOTE_54,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Deputy Director of Agriculture-1 Bagalkote Jamakhandi,Deputy Director Of Agriculture,,8277933502,8277933502,Deputy Director of Agriculture-1 Bagalkote Jamakhandi,,VERIFIED_FROM_OFFICIAL_SOURCE,13,54,Deputy Director of Agriculture-1 Bagalkote Jamakhandi | Deputy Director Of Agriculture | 8277933502
KA_BAGALKOTE_BAGALKOTE_58,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Deputy Director of Agriculture-1 Bagalkote Jamakhandi,Agriculture Officer(To-2),,8277927775,8277927775,Deputy Director of Agriculture-1 Bagalkote Jamakhandi,,VERIFIED_FROM_OFFICIAL_SOURCE,14,58,Deputy Director of Agriculture-1 Bagalkote Jamakhandi | Agriculture Officer(To-2) | 8277927775
KA_BAGALKOTE_BAGALKOTE_62,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Deputy Director of Agriculture-1 Bagalkote Jamakhandi,Deputy Director of Agriculture-1 Bagalkote Jamakhandi,,8277927774,8277927774,Deputy Director of Agriculture-1 Bagalkote Jamakhandi,,VERIFIED_FROM_OFFICIAL_SOURCE,15,62,Deputy Director of Agriculture-1 Bagalkote Jamakhandi | 8277927774
KA_BAGALKOTE_BAGALKOTE_65,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Bagalkote,Agriculture Officer(To-1),,8277933527,8277933527,Asst. Director of Agriculture Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,16,65,Asst. Director of Agriculture Bagalkote | Agriculture Officer(To-1) | 8277933527
KA_BAGALKOTE_BAGALKOTE_69,Karnataka,Bagalkote,Bagalkote,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Bagalkote,Agriculture Officer (Tech-1ADA BAGALKOTE),,8277933528,8277933528,Asst. Director of Agriculture Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,17,69,Asst. Director of Agriculture Bagalkote | Agriculture Officer (Tech-1ADA BAGALKOTE) | 8277933528
KA_BAGALKOTE_BAGALKOTE_73,Karnataka,Bagalkote,Bagalkote,,RSK,Bagalkote,RSK Bagalkote,Agriculture Officer (TO-1 RSK BAGALKOTE),,8277933540,8277933540,Rait Sampark Kendra Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,18,73,Rait Sampark Kendra Bagalkote | Agriculture Officer (TO-1 RSK BAGALKOTE) | 8277933540
KA_BAGALKOTE_BAGALKOTE_77,Karnataka,Bagalkote,Bagalkote,,RSK,Bagalkote,RSK Bagalkote,Agriculture Officer (InchargeTO-2 RSK BAGALKOTE),,8277933537,8277933537,Rait Sampark Kendra Bagalkote,,VERIFIED_FROM_OFFICIAL_SOURCE,19,77,Rait Sampark Kendra Bagalkote | Agriculture Officer (InchargeTO-2 RSK BAGALKOTE) | 8277933537
KA_BAGALKOTE_BAGALKOTE_81,Karnataka,Bagalkote,Bagalkote,,RSK,Kaladagi,RSK Kaladagi,Agriculture Officer (TO-1 RSKKALADAGI),,8277933531,8277933531,Rait Sampark Kendra Kaladagi,,VERIFIED_FROM_OFFICIAL_SOURCE,20,81,Rait Sampark Kendra Kaladagi | Agriculture Officer (TO-1 RSKKALADAGI) | 8277933531
KA_BAGALKOTE_BADAMI_85,Karnataka,Bagalkote,Badami,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Badami,Asst. Director of Agriculture Badami,,8277933508,8277933508,Asst. Director of Agriculture Badami,,VERIFIED_FROM_OFFICIAL_SOURCE,21,85,Asst. Director of Agriculture Badami | Asst. Director of Agriculture Badami | 8277933508
KA_BAGALKOTE_BADAMI_89,Karnataka,Bagalkote,Badami,,RSK,BADAMI,RSK BADAMI,Agriculture Officer (TO RSK BADAMI),,8277933516,8277933516,Rait Sampark Kendra Badami,,VERIFIED_FROM_OFFICIAL_SOURCE,22,89,Rait Sampark Kendra Badami | Agriculture Officer (TO RSK BADAMI) | 8277933516
KA_BAGALKOTE_BADAMI_93,Karnataka,Bagalkote,Badami,,RSK,BADAMI,RSK BADAMI,"AAO RSK, BADAMI( Incharge AO Badami)",,8277933520,8277933520,"RSK, BADAMI",,VERIFIED_FROM_OFFICIAL_SOURCE,23,93,"RSK, BADAMI | AAO RSK, BADAMI( Incharge AO Badami) | 8277933520"
KA_BAGALKOTE_BADAMI_97,Karnataka,Bagalkote,Badami,,DEPARTMENT_OFFICE,,Badami,AO (TO-1 Kerur Incharge),,8277933519,8277933519,Badami,,VERIFIED_FROM_OFFICIAL_SOURCE,24,97,Badami | AO (TO-1 Kerur Incharge) | 8277933519
KA_BAGALKOTE_BADAMI_101,Karnataka,Bagalkote,Badami,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Badami,Agriculture Officer (TO-2 ADA BADAMI),,8277933525,8277933525,Asst. Director of Agriculture Badami,,VERIFIED_FROM_OFFICIAL_SOURCE,25,101,Asst. Director of Agriculture Badami | Agriculture Officer (TO-2 ADA BADAMI) | 8277933525
KA_BAGALKOTE_BADAMI_105,Karnataka,Bagalkote,Badami,,RSK,GULEDGUDD,RSK GULEDGUDD,Agriculture Officer( RSK Guledgudd),,8722012500,8722012500,"RSK, GULEDGUDD",,VERIFIED_FROM_OFFICIAL_SOURCE,26,105,"RSK, GULEDGUDD | Agriculture Officer( RSK Guledgudd) | 8722012500"
KA_BAGALKOTE_BADAMI_109,Karnataka,Bagalkote,Badami,,RSK,KULAGERI,RSK KULAGERI,Agriculture Officer(AO RSK Kulageri),,8277933518,8277933518,"RSK, KULAGERI",,VERIFIED_FROM_OFFICIAL_SOURCE,27,109,"RSK, KULAGERI | Agriculture Officer(AO RSK Kulageri) | 8277933518"
KA_BAGALKOTE_BILAGI_113,Karnataka,Bagalkote,Bilagi,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Bilagi,Asst. Director of Agriculture Bilagi,,8277933507,8277933507,Asst. Director of Agriculture Bilagi,,VERIFIED_FROM_OFFICIAL_SOURCE,28,113,Asst. Director of Agriculture Bilagi | Asst. Director of Agriculture Bilagi | 8277933507
KA_BAGALKOTE_BILAGI_117,Karnataka,Bagalkote,Bilagi,,RSK,Anagwadi,RSK Anagwadi,AO RSK Anagwadi (Incharge),,8277933543,8277933543,RSK Anagwadi,,VERIFIED_FROM_OFFICIAL_SOURCE,29,117,RSK Anagwadi | AO RSK Anagwadi (Incharge) | 8277933543
KA_BAGALKOTE_BILAGI_121,Karnataka,Bagalkote,Bilagi,,RSK,Bilagi,RSK Bilagi,Agriculture Officer(TO-1 RSK Bilagi),,8277933544,8277933544,RSK Bilagi,,VERIFIED_FROM_OFFICIAL_SOURCE,30,121,RSK Bilagi | Agriculture Officer(TO-1 RSK Bilagi) | 8277933544
KA_BAGALKOTE_HUNAGUND_125,Karnataka,Bagalkote,Hunagund,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Hunagund,Asst. Director of Agriculture Hunagund,,8277933504,8277933504,Asst. Director of Agriculture Hunagund,,VERIFIED_FROM_OFFICIAL_SOURCE,31,125,Asst. Director of Agriculture Hunagund | Asst. Director of Agriculture Hunagund | 8277933504
KA_BAGALKOTE_HUNAGUND_129,Karnataka,Bagalkote,Hunagund,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Hunagund,Agriculture Officer (TO-1 ADA Hunagund),,8277933556,8277933556,Asst. Director of Agriculture Hunagund,,VERIFIED_FROM_OFFICIAL_SOURCE,32,129,Asst. Director of Agriculture Hunagund | Agriculture Officer (TO-1 ADA Hunagund) | 8277933556
KA_BAGALKOTE_HUNAGUND_133,Karnataka,Bagalkote,Hunagund,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Hunagund,Agriculture Officer (TO-2 ADA Hunagund),,8277933559,8277933559,Asst. Director of Agriculture Hunagund,,VERIFIED_FROM_OFFICIAL_SOURCE,33,133,Asst. Director of Agriculture Hunagund | Agriculture Officer (TO-2 ADA Hunagund) | 8277933559
KA_BAGALKOTE_HUNAGUND_137,Karnataka,Bagalkote,Hunagund,,RSK,KARADI,RSK KARADI,Agriculture Officer (AO RSK Karadi Incharge),,8277933563,8277933563,RSK KARADI,,VERIFIED_FROM_OFFICIAL_SOURCE,34,137,RSK KARADI | Agriculture Officer (AO RSK Karadi Incharge) | 8277933563
KA_BAGALKOTE_HUNAGUND_141,Karnataka,Bagalkote,Hunagund,,RSK,Ilakall,RSK Ilakall,Agriculture Officer (TO-1 RSK Ilakall),,8277933562,8277933562,RSK Ilakall,,VERIFIED_FROM_OFFICIAL_SOURCE,35,141,RSK Ilakall | Agriculture Officer (TO-1 RSK Ilakall) | 8277933562
KA_BAGALKOTE_HUNAGUND_145,Karnataka,Bagalkote,Hunagund,,RSK,ILKAL,RSK ILKAL,Agriculture Officer (TO-2 RSK Ilakall),,8277933558,8277933558,RSK ILKAL,,VERIFIED_FROM_OFFICIAL_SOURCE,36,145,RSK ILKAL | Agriculture Officer (TO-2 RSK Ilakall) | 8277933558
KA_BAGALKOTE_HUNAGUND_149,Karnataka,Bagalkote,Hunagund,,RSK,Aminagad,RSK Aminagad,Agriculture Officer (TO-1 RSK Aminagad),,8277933566,8277933566,RSK Aminagad,,VERIFIED_FROM_OFFICIAL_SOURCE,37,149,RSK Aminagad | Agriculture Officer (TO-1 RSK Aminagad) | 8277933566
KA_BAGALKOTE_JAMAKHANDI_153,Karnataka,Bagalkote,Jamakhandi,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Jamakhandi,Asst. Director of Agriculture Jamakhandi,,8277933569,8277933569,Asst. Director of Agriculture Jamakhandi,,VERIFIED_FROM_OFFICIAL_SOURCE,38,153,Asst. Director of Agriculture Jamakhandi | Asst. Director of Agriculture Jamakhandi | 8277933569
KA_BAGALKOTE_JAMAKHANDI_157,Karnataka,Bagalkote,Jamakhandi,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Jamakhandi,Agriculture Officer (TO-1 ADA Jamakhandi),,8277933583,8277933583,Asst. Director of Agriculture Jamakhandi,,VERIFIED_FROM_OFFICIAL_SOURCE,39,157,Asst. Director of Agriculture Jamakhandi | Agriculture Officer (TO-1 ADA Jamakhandi) | 8277933583
KA_BAGALKOTE_JAMAKHANDI_161,Karnataka,Bagalkote,Jamakhandi,,DEPARTMENT_OFFICE,,Jamkhandi,Agriculture Officer (TO-2 ADA Jamakhandi),,8277933571,8277933571,Jamkhandi,,VERIFIED_FROM_OFFICIAL_SOURCE,40,161,Jamkhandi | Agriculture Officer (TO-2 ADA Jamakhandi) | 8277933571
KA_BAGALKOTE_JAMAKHANDI_165,Karnataka,Bagalkote,Jamakhandi,,RSK,Jamkhandi,RSK Jamkhandi,AO-1 RSK JAMKHANDI,,8277933572,8277933572,Jamkhandi,,VERIFIED_FROM_OFFICIAL_SOURCE,41,165,Jamkhandi | AO-1 RSK JAMKHANDI | 8277933572
KA_BAGALKOTE_JAMAKHANDI_169,Karnataka,Bagalkote,Jamakhandi,,RSK,Terdal,RSK Terdal,Agriculture Officer (TO-2RSK Terdal),,8277933588,8277933588,RSK Terdal,,VERIFIED_FROM_OFFICIAL_SOURCE,42,169,RSK Terdal | Agriculture Officer (TO-2RSK Terdal) | 8277933588
KA_BAGALKOTE_JAMAKHANDI_173,Karnataka,Bagalkote,Jamakhandi,,RSK,Terdal,RSK Terdal,Agriculture Officer (TO-1RSK Terdal),,8277933579,8277933579,RSK Terdal,,VERIFIED_FROM_OFFICIAL_SOURCE,43,173,RSK Terdal | Agriculture Officer (TO-1RSK Terdal) | 8277933579
KA_BAGALKOTE_JAMAKHANDI_177,Karnataka,Bagalkote,Jamakhandi,,RSK,Jamkhandi,RSK Jamkhandi,Agriculture Officer (TO-2RSK Jamakhandi),,8277933582,8277933582,RSK Jamkhandi,,VERIFIED_FROM_OFFICIAL_SOURCE,44,177,RSK Jamkhandi | Agriculture Officer (TO-2RSK Jamakhandi) | 8277933582
KA_BAGALKOTE_JAMAKHANDI_181,Karnataka,Bagalkote,Jamakhandi,,RSK,Savalgi,RSK Savalgi,Agriculture Officer (TO-1RSK Savalagi),,8277933577,8277933577,RSK Savalgi,,VERIFIED_FROM_OFFICIAL_SOURCE,45,181,RSK Savalgi | Agriculture Officer (TO-1RSK Savalagi) | 8277933577
KA_BAGALKOTE_JAMAKHANDI_185,Karnataka,Bagalkote,Jamakhandi,,RSK,Savalgi,RSK Savalgi,Agriculture Officer (TO-2RSK Savalagi),,8277933580,8277933580,RSK Savalgi,,VERIFIED_FROM_OFFICIAL_SOURCE,46,185,RSK Savalgi | Agriculture Officer (TO-2RSK Savalagi) | 8277933580
KA_BAGALKOTE_MUDHOL_189,Karnataka,Bagalkote,Mudhol,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Mudhol,Asst. Director of Agriculture Mudhol,,8277933586,8277933586,Asst. Director of Agriculture Mudhol,,VERIFIED_FROM_OFFICIAL_SOURCE,47,189,Asst. Director of Agriculture Mudhol | Asst. Director of Agriculture Mudhol | 8277933586
KA_BAGALKOTE_MUDHOL_193,Karnataka,Bagalkote,Mudhol,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Mudhol,Agriculture Officer (TO-1 ADA Mudhol),,8277933551,8277933551,Asst. Director of Agriculture Mudhol,,VERIFIED_FROM_OFFICIAL_SOURCE,48,193,Asst. Director of Agriculture Mudhol | Agriculture Officer (TO-1 ADA Mudhol) | 8277933551
KA_BAGALKOTE_MUDHOL_197,Karnataka,Bagalkote,Mudhol,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Mudhol,Agriculture Officer (TO-2 ADA Mudhol),,8277927773,8277927773,Asst. Director of Agriculture Mudhol,,VERIFIED_FROM_OFFICIAL_SOURCE,49,197,Asst. Director of Agriculture Mudhol | Agriculture Officer (TO-2 ADA Mudhol) | 8277927773
KA_BAGALKOTE_MUDHOL_201,Karnataka,Bagalkote,Mudhol,,RSK,Mudhol,RSK Mudhol,Agriculture Officer (TO-1RSK Mudhol),,8277933587,8277933587,RSK Mudhol,,VERIFIED_FROM_OFFICIAL_SOURCE,50,201,RSK Mudhol | Agriculture Officer (TO-1RSK Mudhol) | 8277933587
KA_BAGALKOTE_MUDHOL_205,Karnataka,Bagalkote,Mudhol,,RSK,Mudhol,RSK Mudhol,Agriculture Officer (TO-2RSK Mudhol),,8277933590,8277933590,RSK Mudhol,,VERIFIED_FROM_OFFICIAL_SOURCE,51,205,RSK Mudhol | Agriculture Officer (TO-2RSK Mudhol) | 8277933590
KA_BAGALKOTE_MUDHOL_209,Karnataka,Bagalkote,Mudhol,,RSK,Mudhol,RSK Mudhol,Agriculture Officer Mudhol,,8722008086,8722008086,RSK Mudhol,,VERIFIED_FROM_OFFICIAL_SOURCE,52,209,RSK Mudhol | Agriculture Officer Mudhol | 8722008086
KA_BAGALKOTE_MUDHOL_213,Karnataka,Bagalkote,Mudhol,,RSK,Lokapur,RSK Lokapur,Agriculture Officer (TO-1 RSK Lokapur),,8722010700,8722010700,RSK Lokapur,,VERIFIED_FROM_OFFICIAL_SOURCE,53,213,RSK Lokapur | Agriculture Officer (TO-1 RSK Lokapur) | 8722010700
KA_BAGALKOTE_MUDHOL_217,Karnataka,Bagalkote,Mudhol,,RSK,Lokapur,RSK Lokapur,Agriculture Officer (TO-2 RSK Lokapur),,8277933591,8277933591,RSK Lokapur,,VERIFIED_FROM_OFFICIAL_SOURCE,54,217,RSK Lokapur | Agriculture Officer (TO-2 RSK Lokapur) | 8277933591
KA_BAGALKOTE_MUDHOL_221,Karnataka,Bagalkote,Mudhol,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture (DATC Bagalkote),Asst. Director of Agriculture (DATC Bagalkote),,8277933510,8277933510,Asst. Director of Agriculture (DATC Bagalkote),,VERIFIED_FROM_OFFICIAL_SOURCE,55,221,Asst. Director of Agriculture (DATC Bagalkote) | Asst. Director of Agriculture (DATC Bagalkote) | 8277933510
KA_BAGALKOTE_MUDHOL_225,Karnataka,Bagalkote,Mudhol,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture (DATC Bagalkote),Asst. Director of Agriculture (FW),,8277933589,8277933589,Asst. Director of Agriculture (DATC Bagalkote),,VERIFIED_FROM_OFFICIAL_SOURCE,56,225,Asst. Director of Agriculture (DATC Bagalkote) | Asst. Director of Agriculture (FW) | 8277933589
KA_BAGALKOTE_MUDHOL_229,Karnataka,Bagalkote,Mudhol,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture (DATC Bagalkote),Agriculture Officer,,8277927776,8277927776,Asst. Director of Agriculture (DATC Bagalkote),,VERIFIED_FROM_OFFICIAL_SOURCE,57,229,Asst. Director of Agriculture (DATC Bagalkote) | Agriculture Officer | 8277927776
KA_BAGALKOTE_MUDHOL_233,Karnataka,Bagalkote,Mudhol,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture (DATC Bagalkote),Agriculture Officer,,8277927778,8277927778,Asst. Director of Agriculture (DATC Bagalkote),,VERIFIED_FROM_OFFICIAL_SOURCE,58,233,Asst. Director of Agriculture (DATC Bagalkote) | Agriculture Officer | 8277927778
KA_BAGALKOTE_MUDHOL_237,Karnataka,Bagalkote,Mudhol,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture (DATC Bagalkote),Agriculture Officer,,8277933526,8277933526,Asst. Director of Agriculture (DATC Bagalkote),,VERIFIED_FROM_OFFICIAL_SOURCE,59,237,Asst. Director of Agriculture (DATC Bagalkote) | Agriculture Officer | 8277933526
KA_BAGALKOTE_MUDHOL_241,Karnataka,Bagalkote,Mudhol,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture (DATC Bagalkote),Agriculture Officer,,8277933534,8277933534,Asst. Director of Agriculture (DATC Bagalkote),,VERIFIED_FROM_OFFICIAL_SOURCE,60,241,Asst. Director of Agriculture (DATC Bagalkote) | Agriculture Officer | 8277933534
KA_BENGALURU_RURAL_BENGALURU_RURAL_250,Karnataka,Bengaluru Rural,Bengaluru Rural,,DEPARTMENT_OFFICE,,"Joint Director Agriculture , Bangalore Rural",Joint Director of Agriculture,,8277929918,8277929918,"o/o Joint Director Agriculture , Bangalore Rural",,VERIFIED_FROM_OFFICIAL_SOURCE,1,250,"o/o Joint Director Agriculture , Bangalore Rural | Joint Director of Agriculture | 8277929918"
KA_BENGALURU_RURAL_BENGALURU_RURAL_254,Karnataka,Bengaluru Rural,Bengaluru Rural,,DEPARTMENT_OFFICE,,"Joint Director Agriculture , Bangalore Rural",Asst. Director of Agriculture (HQ& SMS),,8277929921,8277929921,"o/o Joint Director Agriculture , Bangalore Rural",,VERIFIED_FROM_OFFICIAL_SOURCE,2,254,"o/o Joint Director Agriculture , Bangalore Rural | Asst. Director of Agriculture (HQ& SMS) | 8277929921"
KA_BENGALURU_RURAL_BENGALURU_RURAL_258,Karnataka,Bengaluru Rural,Bengaluru Rural,,DEPARTMENT_OFFICE,,"Joint Director Agriculture , Bangalore Rural",Asst. Director of Agriculture (Veg-1),,8884006315,8884006315,"o/o Joint Director Agriculture , Bangalore Rural",,VERIFIED_FROM_OFFICIAL_SOURCE,3,258,"o/o Joint Director Agriculture , Bangalore Rural | Asst. Director of Agriculture (Veg-1) | 8884006315"
KA_BENGALURU_RURAL_BENGALURU_RURAL_262,Karnataka,Bengaluru Rural,Bengaluru Rural,,DEPARTMENT_OFFICE,,"Joint Director Agriculture , Bangalore Rural",Agriculture Officer (TO-1),,,,"o/o Joint Director Agriculture , Bangalore Rural",,VERIFIED_FROM_OFFICIAL_SOURCE,4,262,"o/o Joint Director Agriculture , Bangalore Rural | Agriculture Officer (TO-1)"
KA_BENGALURU_RURAL_BENGALURU_RURAL_265,Karnataka,Bengaluru Rural,Bengaluru Rural,,DEPARTMENT_OFFICE,,"Joint Director Agriculture , Bangalore Rural",Agriculture Officer (TO-2),,,,"o/o Joint Director Agriculture , Bangalore Rural",,VERIFIED_FROM_OFFICIAL_SOURCE,5,265,"o/o Joint Director Agriculture , Bangalore Rural | Agriculture Officer (TO-2)"
KA_BENGALURU_RURAL_BENGALURU_RURAL_268,Karnataka,Bengaluru Rural,Bengaluru Rural,,DEPARTMENT_OFFICE,,"Joint Director Agriculture , Bangalore Rural",Agriculture Officer (TO-3),,,,"o/o Joint Director Agriculture , Bangalore Rural",,VERIFIED_FROM_OFFICIAL_SOURCE,6,268,"o/o Joint Director Agriculture , Bangalore Rural | Agriculture Officer (TO-3)"
KA_BENGALURU_RURAL_BENGALURU_RURAL_271,Karnataka,Bengaluru Rural,Bengaluru Rural,,DEPARTMENT_OFFICE,,"Deputy Director of Agriculture, Bangalore Rural",DEPUTY DIRECTOR OF AGRICULTURE,,8277929919,8277929919,"Deputy Director of Agriculture, Bangalore Rural",,VERIFIED_FROM_OFFICIAL_SOURCE,7,271,"Deputy Director of Agriculture, Bangalore Rural | DEPUTY DIRECTOR OF AGRICULTURE | 8277929919"
KA_BENGALURU_RURAL_BENGALURU_RURAL_275,Karnataka,Bengaluru Rural,Bengaluru Rural,,DEPARTMENT_OFFICE,,"Deputy Director of Agriculture, Bangalore Rural",Agriculture Officer (TO-1),,8277929931,8277929931,"Deputy Director of Agriculture, Bangalore Rural",,VERIFIED_FROM_OFFICIAL_SOURCE,8,275,"Deputy Director of Agriculture, Bangalore Rural | Agriculture Officer (TO-1) | 8277929931"
KA_BENGALURU_RURAL_BENGALURU_RURAL_279,Karnataka,Bengaluru Rural,Bengaluru Rural,,DEPARTMENT_OFFICE,,"Deputy Director of Agriculture, Bangalore Rural",Agriculture Officer (TO-2),,8277929935,8277929935,"Deputy Director of Agriculture, Bangalore Rural",,VERIFIED_FROM_OFFICIAL_SOURCE,9,279,"Deputy Director of Agriculture, Bangalore Rural | Agriculture Officer (TO-2) | 8277929935"
KA_BENGALURU_RURAL_DEVANAHALLI_283,Karnataka,Bengaluru Rural,Devanahalli,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Devanahalli,Asst. Director of Agriculture Devanahalli,,8884006416,8884006416,Asst. Director of Agriculture Devanahalli,,VERIFIED_FROM_OFFICIAL_SOURCE,10,283,Asst. Director of Agriculture Devanahalli | Asst. Director of Agriculture Devanahalli | 8884006416
KA_BENGALURU_RURAL_DEVANAHALLI_287,Karnataka,Bengaluru Rural,Devanahalli,,DEPARTMENT_OFFICE,,Asst. Director of Agriculture Devanahalli,Agriculture Officer To-1,,8884006429,8884006429,Asst. Director of Agriculture Devanahalli,,VERIFIED_FROM_OFFICIAL_SOURCE,11,287,Asst. Director of Agriculture Devanahalli | Agriculture Officer To-1 | 8884006429
