image_path_a,image_path_b,dataset_a,dataset_b,crop,duplicate_type,similarity,keep_source,action
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_044.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_082.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_046.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_084.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_047.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_085.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_048.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_086.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_049.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_087.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_050.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_088.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_052.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_090.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_054.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_091.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_055.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_092.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_056.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_095.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_058.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_096.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_002.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_012.png,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_001.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_013.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_002.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_014.png,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_003.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_015.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_002.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_016.png,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_002.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_018.png,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_007.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_019.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_081.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\validation\bacterial_leaf_blight\blight_rotated_043.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,EXACT_DUPLICATE,1.000,DS_RICE_02,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Cotton\raw\DS_COTTON_03\Cotton-Leaf-Disease-Detection-main\static\uploads\dis_leaf (1)_iaip.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Cotton\raw\DS_COTTON_03\Cotton-Leaf-Disease-Detection-main\static\uploads\dis_leaf_1_iaip.jpg,DS_COTTON_03,DS_COTTON_03,Cotton,EXACT_DUPLICATE,1.000,DS_COTTON_03,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Cotton\raw\DS_COTTON_03\Cotton-Leaf-Disease-Detection-main\static\uploads\dsd (149)_iaip.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Cotton\raw\DS_COTTON_03\Cotton-Leaf-Disease-Detection-main\static\uploads\dsd_149_iaip.jpg,DS_COTTON_03,DS_COTTON_03,Cotton,EXACT_DUPLICATE,1.000,DS_COTTON_03,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Cotton\raw\DS_COTTON_03\Cotton-Leaf-Disease-Detection-main\static\uploads\dsd (173)_iaip.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Cotton\raw\DS_COTTON_03\Cotton-Leaf-Disease-Detection-main\static\uploads\dsd_173_iaip.jpg,DS_COTTON_03,DS_COTTON_03,Cotton,EXACT_DUPLICATE,1.000,DS_COTTON_03,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Cotton\raw\DS_COTTON_03\Cotton-Leaf-Disease-Detection-main\static\uploads\dsd (1)_iaip.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Cotton\raw\DS_COTTON_03\Cotton-Leaf-Disease-Detection-main\static\uploads\dsd_1_iaip.jpg,DS_COTTON_03,DS_COTTON_03,Cotton,EXACT_DUPLICATE,1.000,DS_COTTON_03,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-mdpi-icon.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-24@2x.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,EXACT_DUPLICATE,1.000,DS_COFFEE_04,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-20@2x.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-40.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,EXACT_DUPLICATE,1.000,DS_COFFEE_04,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-20@3x.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-60.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,EXACT_DUPLICATE,1.000,DS_COFFEE_04,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-40@3x.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-60@2x.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,EXACT_DUPLICATE,1.000,DS_COFFEE_04,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-hdpi-icon.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-72.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,EXACT_DUPLICATE,1.000,DS_COFFEE_04,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-xxhdpi-icon.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-72@2x.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,EXACT_DUPLICATE,1.000,DS_COFFEE_04,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-29.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-small.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,EXACT_DUPLICATE,1.000,DS_COFFEE_04,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-29@2x.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-small@2x.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,EXACT_DUPLICATE,1.000,DS_COFFEE_04,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-29@3x.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\icon\icon-small@3x.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,EXACT_DUPLICATE,1.000,DS_COFFEE_04,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\splash\drawable-port-mdpi-screen.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\ios\splash\Default~iphone.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,EXACT_DUPLICATE,1.000,DS_COFFEE_04,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Tea\raw\DS_TEA_03\Tea-Leaf-Disease-Detection-main\web_application\static\bg.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Tea\raw\DS_TEA_03\Tea-Leaf-Disease-Detection-main\web_application\templates\bg.jpg,DS_TEA_03,DS_TEA_03,Tea,EXACT_DUPLICATE,1.000,DS_TEA_03,EXCLUDE_COPY_B
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_051.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\bacterial_leaf_blight\blight_rotated_089.jpg,DS_RICE_02,DS_RICE_02,Paddy_Rice,NEAR_DUPLICATE,1.0,DS_RICE_02,FLAG_FOR_REVIEW
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\blast\blast_rotated_031.JPG,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\05_Core_Grains_Vegetables\Paddy_Rice\raw\DS_RICE_02\rice\train\blast\blast_rotated_033.JPG,DS_RICE_02,DS_RICE_02,Paddy_Rice,NEAR_DUPLICATE,1.0,DS_RICE_02,FLAG_FOR_REVIEW
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-hdpi-icon.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-mdpi-icon.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,NEAR_DUPLICATE,0.969,DS_COFFEE_04,FLAG_FOR_REVIEW
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\icon.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-xhdpi-icon.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,NEAR_DUPLICATE,0.938,DS_COFFEE_04,FLAG_FOR_REVIEW
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-hdpi-icon.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-xhdpi-icon.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,NEAR_DUPLICATE,0.984,DS_COFFEE_04,FLAG_FOR_REVIEW
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-mdpi-icon.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-xhdpi-icon.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,NEAR_DUPLICATE,0.953,DS_COFFEE_04,FLAG_FOR_REVIEW
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\icon.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-xxhdpi-icon.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,NEAR_DUPLICATE,0.984,DS_COFFEE_04,FLAG_FOR_REVIEW
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-hdpi-icon.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-xxhdpi-icon.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,NEAR_DUPLICATE,0.938,DS_COFFEE_04,FLAG_FOR_REVIEW
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-xhdpi-icon.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-xxhdpi-icon.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,NEAR_DUPLICATE,0.953,DS_COFFEE_04,FLAG_FOR_REVIEW
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\icon.png,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\01_Plantation_Beverage\Coffee\raw\DS_COFFEE_04\Coffee_Recognize-master\resources\android\icon\drawable-xxxhdpi-icon.png,DS_COFFEE_04,DS_COFFEE_04,Coffee,NEAR_DUPLICATE,0.984,DS_COFFEE_04,FLAG_FOR_REVIEW
